store_id,installHistory,subscriptionHistory
Store_5164,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":349.0,""planName"":""plus_45"",""fromDate"":""2022-06-08 20:09:16.000000"",""toDate"":""2024-05-17 13:09:45.000000"",""billingOnDate"":null},{""price"":349.0,""planName"":""basic_plus_45"",""fromDate"":""2024-05-17 13:09:45.000000"",""toDate"":""2024-09-11 00:44:20.453000"",""billingOnDate"":null}]"
Store_5140,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-31 23:59:59.999000""}]",[]
Store_5145,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5138,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-20 23:59:59.999000""}]",[]
Store_5144,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5143,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-13 23:59:59.999000""}]",[]
Store_5161,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-09 04:20:51.000000"",""toDate"":""2024-08-23 00:13:30.738000"",""billingOnDate"":null}]"
Store_5125,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2023-03-07 23:59:59.999000""}]",[]
Store_5136,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""}]",[]
Store_5142,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5160,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-13 14:03:11.000000"",""toDate"":""2024-08-21 01:45:18.019000"",""billingOnDate"":null}]"
Store_5150,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2023-03-03 23:59:59.999000""}]",[]
Store_5152,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-09-02 23:59:59.999000""}]",[]
Store_5148,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-08 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-08 00:00:00.000000"",""endType"":null,""toDate"":""2022-10-06 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-10-11 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-12-06 23:59:59.999000""}]","[{""price"":49.0,""planName"":""regular_5_discount"",""fromDate"":""2022-10-22 09:02:47.000000"",""toDate"":""2022-12-06 08:33:05.000000"",""billingOnDate"":null}]"
Store_5137,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-21 23:59:59.999000""}]",[]
Store_5149,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5130,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""}]",[]
Store_5146,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""}]",[]
Store_5163,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":169.0,""planName"":""plus_15"",""fromDate"":""2022-06-08 00:16:30.000000"",""toDate"":""2024-04-01 14:23:12.000000"",""billingOnDate"":null},{""price"":279.0,""planName"":""essential_plus_20"",""fromDate"":""2024-04-01 14:23:13.000000"",""toDate"":""2024-09-09 00:52:27.883000"",""billingOnDate"":null}]"
Store_5120,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2023-11-06 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2023-11-06 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5139,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""}]",[]
Store_5151,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-24 23:59:59.999000""}]",[]
Store_5129,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-02 23:59:59.999000""}]",[]
Store_5122,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2023-11-09 23:59:59.999000""}]",[]
Store_5162,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-07-07 01:33:51.000000"",""toDate"":""2024-09-07 01:14:06.745000"",""billingOnDate"":null}]"
Store_5141,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-05-25 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5154,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-08-22 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-08-11 10:01:08.000000"",""toDate"":""2022-08-22 15:35:44.000000"",""billingOnDate"":null}]"
Store_5126,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""}]",[]
Store_5133,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-17 23:59:59.999000""}]",[]
Store_5131,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-08-23 23:59:59.999000""}]",[]
Store_5147,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""}]",[]
Store_5158,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-06 08:00:44.000000"",""toDate"":""2024-08-14 00:41:21.009000"",""billingOnDate"":null}]"
Store_5128,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-08-19 23:59:59.999000""}]",[]
Store_5110,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-27 23:59:59.999000""}]",[]
Store_5109,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":null,""toDate"":""2022-10-08 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-10-09 00:00:00.000000"",""endType"":null,""toDate"":""2023-11-04 23:59:59.999000""}]",[]
Store_5111,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-05 23:59:59.999000""}]",[]
Store_5115,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-25 23:59:59.999000""}]",[]
Store_5114,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-07-31 23:59:59.999000""}]","[{""price"":49.0,""planName"":""regular_5"",""fromDate"":""2022-06-06 16:19:40.000000"",""toDate"":""2022-07-31 22:55:21.000000"",""billingOnDate"":null}]"
Store_5117,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-10 18:28:33.000000"",""toDate"":""2024-08-20 00:16:12.742000"",""billingOnDate"":null}]"
Store_5112,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-05 23:59:59.999000""}]",[]
Store_5113,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":null,""toDate"":""2023-06-28 23:59:59.999000""}]",[]
Store_5116,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-22 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-06-05 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-30 09:34:42.000000"",""toDate"":""2023-06-05 09:15:26.000000"",""billingOnDate"":null}]"
Store_5098,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-21 23:59:59.999000""}]",[]
Store_5096,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-03 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-06-29 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5100,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-21 23:59:59.999000""}]",[]
Store_5103,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-09-12 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-10-14 00:00:00.000000"",""endType"":""CUSTOMER_CLOSED"",""toDate"":""2023-03-08 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-23 14:35:05.000000"",""toDate"":""2022-09-12 01:19:00.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-10-14 22:31:12.000000"",""toDate"":""2023-03-08 22:18:42.000000"",""billingOnDate"":null}]"
Store_5106,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5097,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-21 23:59:59.999000""}]",[]
Store_5105,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-09-29 23:59:59.999000""}]",[]
Store_5102,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-07-02 23:59:59.999000""}]",[]
Store_5101,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5104,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-04 23:59:59.999000""}]",[]
Store_5108,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-21 15:11:42.000000"",""toDate"":""2024-08-16 00:55:43.530000"",""billingOnDate"":null}]"
Store_5107,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-04 23:59:59.999000""}]",[]
Store_5099,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-21 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-30 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-30 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-30 23:59:59.999000""}]",[]
Store_5077,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-10-06 23:59:59.999000""}]",[]
Store_5087,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-24 23:59:59.999000""}]",[]
Store_5095,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":99.0,""planName"":""plus_5"",""fromDate"":""2022-06-09 14:19:05.000000"",""toDate"":""2023-06-20 03:16:11.000000"",""billingOnDate"":null},{""price"":99.0,""planName"":""basic_plus_5"",""fromDate"":""2023-06-20 03:16:11.000000"",""toDate"":""2024-09-11 00:45:04.516000"",""billingOnDate"":null}]"
Store_5074,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-22 23:59:59.999000""}]",[]
Store_5078,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-17 23:59:59.999000""}]",[]
Store_5094,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-07-18 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-07-18 00:00:00.000000"",""endType"":null,""toDate"":""2022-07-22 23:59:59.999000""},{""toNow"":false,""startType"":""CUSTOMER_REACTIVATED"",""fromDate"":""2022-07-29 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-08-21 23:59:59.999000""},{""toNow"":true,""startType"":""CUSTOMER_REACTIVATED"",""fromDate"":""2022-08-21 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-07-18 17:50:26.000000"",""toDate"":""2022-07-18 17:54:59.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-07-29 05:21:39.000000"",""toDate"":""2022-08-21 16:49:12.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-08-23 21:35:48.000000"",""toDate"":""2022-10-18 04:32:30.000000"",""billingOnDate"":null},{""price"":29.0,""planName"":""regular_2_5"",""fromDate"":""2022-10-18 04:32:30.000000"",""toDate"":""2023-03-02 14:19:27.000000"",""billingOnDate"":null},{""price"":49.0,""planName"":""regular_5"",""fromDate"":""2023-03-02 14:19:27.000000"",""toDate"":""2023-04-29 19:44:24.000000"",""billingOnDate"":null},{""price"":49.0,""planName"":""basic_regular_5"",""fromDate"":""2023-04-29 19:44:24.000000"",""toDate"":""2023-09-10 05:38:17.000000"",""billingOnDate"":null},{""price"":149.0,""planName"":""essential_regular_7_5"",""fromDate"":""2023-09-10 05:38:17.000000"",""toDate"":""2023-12-19 07:43:07.000000"",""billingOnDate"":null},{""price"":169.0,""planName"":""essential_regular_10"",""fromDate"":""2023-12-19 07:43:07.000000"",""toDate"":""2024-03-23 07:30:06.000000"",""billingOnDate"":null},{""price"":199.0,""planName"":""essential_regular_15"",""fromDate"":""2024-03-23 07:30:06.000000"",""toDate"":""2024-09-09 07:25:07.532000"",""billingOnDate"":null}]"
Store_5086,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""}]",[]
Store_5073,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-11-22 23:59:59.999000""}]",[]
Store_5079,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5083,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-01 23:59:59.999000""}]",[]
Store_5085,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-27 23:59:59.999000""}]",[]
Store_5089,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-22 23:52:50.000000"",""toDate"":""2024-08-17 12:57:29.345000"",""billingOnDate"":null}]"
Store_5091,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-30 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-06-30 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-30 22:22:57.000000"",""toDate"":""2024-08-19 00:47:54.205000"",""billingOnDate"":null}]"
Store_5071,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-24 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-05-24 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5068,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-09-09 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-09-08 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2023-09-08 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-09-26 11:28:40.000000"",""toDate"":""2023-09-08 08:33:29.000000"",""billingOnDate"":null}]"
Store_5093,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":99.0,""planName"":""plus_5"",""fromDate"":""2022-06-08 07:56:24.000000"",""toDate"":""2024-09-07 00:57:24.334000"",""billingOnDate"":null}]"
Store_5069,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-12-29 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2023-05-17 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5092,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":69.0,""planName"":""plus_1"",""fromDate"":""2022-07-31 20:34:56.000000"",""toDate"":""2024-09-07 00:42:11.339000"",""billingOnDate"":null}]"
Store_5070,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5084,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""}]",[]
Store_5088,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2024-04-29 23:59:59.999000""}]",[]
Store_5075,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-24 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-25 23:59:59.999000""}]",[]
Store_5090,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-30 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-30 00:00:00.000000"",""endType"":null,""toDate"":""2023-02-23 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2023-02-24 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-30 22:27:32.000000"",""toDate"":""2023-02-23 00:30:26.000000"",""billingOnDate"":null},{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2023-02-24 17:51:12.000000"",""toDate"":""2024-08-19 00:47:54.027000"",""billingOnDate"":null}]"
Store_5072,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2023-06-13 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-08 06:56:23.000000"",""toDate"":""2023-06-13 11:20:41.000000"",""billingOnDate"":null}]"
Store_5080,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""}]",[]
Store_5082,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-24 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-26 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-26 23:59:59.999000""}]",[]
Store_5076,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""}]",[]
Store_5081,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-20 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-10-10 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5039,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""}]",[]
Store_5025,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5041,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5030,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-09-30 23:59:59.999000""}]",[]
Store_5022,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2023-09-26 23:59:59.999000""}]",[]
Store_5023,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2023-08-15 23:59:59.999000""}]",[]
Store_5024,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5021,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-23 00:00:00.000000"",""endType"":null,""toDate"":""2024-02-14 23:59:59.999000""}]",[]
Store_5029,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-20 23:59:59.999000""}]",[]
Store_5027,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-19 23:59:59.999000""}]",[]
Store_5031,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-19 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-26 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-27 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-27 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-09 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-09 00:00:00.000000"",""endType"":null,""toDate"":""2022-08-19 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-21 04:28:02.000000"",""toDate"":""2022-08-19 00:47:15.000000"",""billingOnDate"":null}]"
Store_5032,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-26 23:59:59.999000""}]",[]
Store_5036,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-23 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-24 00:00:00.000000"",""endType"":null,""toDate"":""2022-06-09 23:59:59.999000""}]",[]
Store_5038,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-19 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-09-12 00:00:00.000000"",""endType"":null,""toDate"":""2022-09-12 23:59:59.999000""}]",[]
Store_5033,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":null}]",[]
Store_5035,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-10-24 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-05-23 12:45:29.000000"",""toDate"":""2022-10-24 13:30:38.000000"",""billingOnDate"":null}]"
Store_5045,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-29 23:59:59.999000""}]",[]
Store_5057,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-31 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-05-31 00:00:00.000000"",""endType"":null,""toDate"":""2022-08-21 23:59:59.999000""},{""toNow"":true,""startType"":null,""fromDate"":""2022-08-21 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-08-27 23:40:01.000000"",""toDate"":""2024-08-21 01:44:24.466000"",""billingOnDate"":null}]"
Store_5060,"[{""toNow"":true,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":null}]","[{""price"":69.0,""planName"":""plus_1"",""fromDate"":""2022-06-08 18:36:05.000000"",""toDate"":""2024-08-22 02:28:59.747000"",""billingOnDate"":null}]"
Store_5034,"[{""toNow"":false,""startType"":null,""fromDate"":""2022-05-19 00:00:00.000000"",""endType"":null,""toDate"":""2022-05-19 23:59:59.999000""},{""toNow"":false,""startType"":null,""fromDate"":""2022-06-01 00:00:00.000000"",""endType"":""CUSTOMER_CANCELLED"",""toDate"":""2022-06-01 23:59:59.999000""}]","[{""price"":19.0,""planName"":""regular_1"",""fromDate"":""2022-06-01 06:26:08.000000"",""toDate"":""2022-06-01 07:58:20.000000"",""billingOnDate"":null}]"
